"Urun_Ad",Marka,Seri,"Urun_URL",SSD,"Islemci_Turu","Islemci_Nesli","Islemci_Modeli","Islemci_Cekirdek_Sayisi","Islemci_Hizi","Ekran_Kart","Ekran_Karti_Modeli","Ekran_Karti_Tipi","Ekran_Karti_Hafizasi",RAM,"RAM_Frekans","Ram_Turu","Cozunurluk_Format","Ekran_Boyutu","Ekran_Cozunurlugu","Ekran_Yenileme_Hizi","Panel_Tipi","Isletim_Sistemi",Agirlik,"Pil_Gucu",Fiyat
"Acer Aspire 3 A315-58-34G6 NX.ADDEY.00G i3-1115G4 8 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Acer,"Acer Aspire 3","https//www.akakce.com/laptop-notebook/en-ucuz-acer-aspire-3-a315-58-34g6-nx-addey-00g-i3-1115g4-8-gb-256-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,288016554.html","256 GB","Intel Core i3","11. Nesil","i3-1115G4",2,"3.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.7","36 Wh","11.699"
"HP 250 G8 854F4ES i5-1135G7 8 GB 256 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",HP,"HP 250","https//www.akakce.com/laptop-notebook/en-ucuz-hp-250-g8-854f4es-i5-1135g7-8-gb-256-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,340286854.html","256 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home",,"41 Wh","15.999"
"Lenovo ThinkBook 15 G4 IAP 21DJ00LKTR i5-1235U 8 GB 256 GB SSD MX550 15.6"" Full HD Notebook",Lenovo,"Lenovo ThinkBook","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkbook-15-g4-iap-21dj00lktr-i5-1235u-8-gb-256-gb-ssd-mx550-15-6-full-hd-notebook-fiyati,367088653.html","256 GB","Intel Core i5","12. Nesil","i5-1235U",10,"3.3 GHz",NVIDIA,MX550,Harici,"2 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.7","45 Wh","28.079"
"Dell Precision M7680 XCTOP7680EMEA_VP-2 i9-13950HX 32 GB 512 GB SSD RTX5000 Ada 16'' WUXGA Taşınabilir İş istasyonu",Dell,"Dell Precision","https//www.akakce.com/laptop-notebook/en-ucuz-dell-precision-m7680-xctop7680emea-vp-2-i9-13950hx-32-gb-512-gb-ssd-rtx-5000-ada-16-wuxga-tasinabilir-is-istasyonu-fiyati,605638709.html","512 GB","Intel Core i9","13. Nesil","i9-13950HX",24,"4.00 GHz",NVIDIA,"RTX 5000 Ada",Harici,"16 GB","32 GB","5200 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","60 Hz",WVA,"Windows 11 Professional",,"60 Wh","199.657"
"Casper Nirvana Z100 Z100.1335-BV00X-S-Q i5-1335U 16 GB 500 GB SSD Iris Xe Graphics 14"" WQXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-z100-z100-1335-bv00x-s-q-i5-1335u-16-gb-500-gb-ssd-iris-xe-graphics-14-qhd-notebook-fiyati,665305439.html","500 GB","Intel Core i5","13. Nesil","i5-1335U",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","5500 MHz",LPDDR5,WQXGA,"14 inç","2560x1600 px","144 Hz",IPS,"Free Dos","1.25","50 Wh","24.812"
"Asus D509DA-EJ315 Ryzen5 3500U 4 GB 256 GB SSD Radeon Vega 3 15.6"" Full HD Notebook",Asus,"Asus D509DA-EJ315","https//www.akakce.com/laptop-notebook/en-ucuz-asus-d509da-ej315-ryzen5-3500u-4-gb-256-gb-ssd-radeon-vega-3-15-6-full-hd-notebook-fiyati,705785889.html","256 GB","AMD Ryzen 5",,3500U,4,"2.10 GHz",AMD,"Vega 3","Paylaşımlı","6 GB","4 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"32 Wh","12.380"
"HP Elite x360 1040 G11 9G0G8ET Ultra 5 125H 16 GB 512 GB SSD Arc Graphics 14"" WUXGA Notebook",HP,"HP Elite","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elite-x360-1040-g11-9g0g8et-ultra-5-125h-16-gb-512-gb-ssd-arc-graphics-14-wuxga-notebook-fiyati,729644464.html","512 GB","Intel Core Ultra 5",,125H,14,"1.20 GHz",Intel,"Arc Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",LPDDR5x,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional","1.38","68 Wh","50.842"
"HP ZBook Power 16 G11 8T0V5EA Ultra 9 185H 32 GB 1 TB SSD RTX2000 Ada 16"" WQXGA Taşınabilir İş İstasyonu",HP,"HP ZBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-zbook-power-16-g11-8t0v5ea-ultra-9-185h-32-gb-1-tb-ssd-rtx2000-ada-16-wqxga-tasinabilir-is-istasyonu-fiyati,735479497.html","1 TB","Intel Core Ultra 9",,185H,16,"2.30 GHz",NVIDIA,"RTX 2000 Ada",Harici,"8 GB","32 GB","5600 MHz",DDR5,WQXGA,"16 inç","2560x1600 px","144 Hz",IPS,"Windows 11 Professional",,"83 Wh","108.686"
"Lenovo IdeaPad 1 14ALC7 82R3008WTX Ryzen 5 5500U 8 GB 256 GB SSD Radeon Graphics 14"" Full HD Notebook",Lenovo,"Lenovo IdeaPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-1-14alc7-82r3008wtx-ryzen-5-5500u-8-gb-256-gb-ssd-radeon-graphics-14-full-hd-notebook-fiyati,774383119.html","256 GB","AMD Ryzen 5",,5500U,6,"2.10 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.38","42 Wh","16.999"
"Dell Latitude 5450 N012L545014W Ultra 7 155U 16 GB 512 GB SSD Intel Graphics 14"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-5450-n012l545014w-ultra-7-155u-16-gb-512-gb-ssd-intel-graphics-14-full-hd-notebook-fiyati,774891260.html","512 GB","Intel Core Ultra 7",,155U,12,"1.20 GHz",Intel,"Intel Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",DDR5,"Full HD","14 inç","1920x1080 px","60 Hz",IPS,"Windows 11 Professional",,"60 Wh","50.199"
"Dell Latitude 3550 N006L355015U i5-1335U 8 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-3550-n006l355015u-i5-1335u-8-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,793133364.html","512 GB","Intel Core i5",,"i5-1335U",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","5600 MHz",DDR5,"Full HD","15.6 inç","1920x1080 px","60 Hz",IPS,"Free Dos",,"60 Wh","22.740"
"HP EliteBook 840 G11 970V8ET Ultra 7 155H 32 GB 1 TB SSD Arc Graphics 14"" WUXGA Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-840-g11-970v8et-ultra-7-155h-32-gb-1-tb-ssd-arc-graphics-14-wuxga-notebook-fiyati,811223911.html","1 TB","Intel Core Ultra 7",,155H,16,"1.40 GHz",Intel,"Arc Graphics","Paylaşımlı","6 GB","32 GB","5600 MHz",DDR5,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional",,"56 Wh","57.366"
"Lenovo Yoga 9 14IMH9 83AC002UTR Ultra 7 155H 32 GB 1 TB SSD Arc Graphics 14"" İkisi Bir Arada Notebook",Lenovo,"Lenovo Yoga","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-yoga-9-14imh9-83ac002utr-ultra-7-155h-32-gb-1-tb-ssd-arc-graphics-14-ikisi-bir-arada-notebook-fiyati,824583706.html","1 TB","Intel Core Ultra 7",,155H,16,"1.40 GHz",Intel,"Arc Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","14 inç","2880x1800 px","120 Hz",IPS,"Windows 11 Home","1.32","75 Wh","110.000"
"HP ProBook 440 G11 A22YQEA Ultra 5 125U 8 GB 512 GB SSD Intel Graphics 14"" WUXGA Notebook",HP,"HP ProBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-440-g11-a22yqea-ultra-5-125u-8-gb-512-gb-ssd-intel-graphics-14-wuxga-notebook-fiyati,861736754.html","512 GB","Intel Core Ultra 5",,125U,12,"1.30 GHz",Intel,"Intel Graphics","Paylaşımlı","6 GB","8 GB","5600 MHz",DDR5,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.39","56 Wh","28.842"
"Lenovo V15 G4 IRU 83A1008TTR i5-13420H 8 GB 256 GB SSD UHD Graphics 15.6 "" Full HD Notebook",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-g4-iru-83a1008ttr-i5-13420h-8-gb-256-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,870431741.html","256 GB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.65","38 Wh","17.099"
"Casper Nirvana S100.1342-BQ00P-G-F i5-13420H 16 GB 1 TB SSD UHD Graphics 16"" WUXGA Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-s100-1342-bq00p-g-f-i5-13420h-16-gb-1-tb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,986874820.html","1 TB","Intel Core i5","13. Nesil","i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.8","54.72 Wh","26.879"
"Dell Latitude 5520 N002L552015EMEA_U i5-1135G7 8 GB 256 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-nb-latitude-n002l552015emea-u-5520-i5-1135g7-8g-256g-ssd-15-6-fhd-nontouch-ubuntu-fiyati,1299721759.html","256 GB","Intel Core i5","11. Nesil","i5-1135G7",4,"2.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,Linux,,"42 Wh","34.001"
"Technopc TA15J1R5 Ryzen 5 3450U 8 GB 256 GB SSD Radeon Vega 8 15.6"" Full HD Notebook",Technopc,"Technopc TA15J1R5","https//www.akakce.com/laptop-notebook/en-ucuz-technopc-ta15j1r5-ryzen-5-3450u-8-gb-256-gb-ssd-radeon-vega-8-15-6-full-hd-notebook-fiyati,1642929176.html","256 GB","AMD Ryzen 5",,3450U,4,"2.10 GHz",AMD,"Radeon Vega 8","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","10.376"
"Huawei MateBook D15 i3-1115G4 8 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Huawei,"Huawei MateBook","https//www.akakce.com/laptop-notebook/en-ucuz-huawei-matebook-d15-intel-core-i3-1115g4-8gb-256gb-ssd-fhd-windows-11-home-fiyati,1873629711.html","256 GB","Intel Core i3","11. Nesil","i3-1115G4",2,"3.00 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 10 Home",,"56 Wh","25.000"
"Dell XPS 13 9315 Intel Core i7 1250U 16GB 512GB SSD Windows 11 Pro 13.3"" FHD Taşınabilir Bilgisayar",Dell,"Dell XPS","https//www.akakce.com/laptop-notebook/en-ucuz-dell-xps-13-9315-intel-core-i7-1250u-16gb-512gb-ssd-windows-11-pro-13-3-fhd-tasinabilir-bilgisayar-fiyati,300571210.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","52.361"
"Acer Aspire 3 A315-35 08PYPY N4500 8 GB 128 GB SSD UHD Graphics 15.6"" Full HD Notebook",Acer,"Acer Aspire 3","https//www.akakce.com/laptop-notebook/en-ucuz-acer-aspire-3-a315-35-08pypy-n4500-8-gb-128-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,301563481.html","128 GB","Intel Celeron",,N4500,2,"1.10 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional",,"60 Wh","10.599"
"Dell Precision M7780 XCTOP7780EMEA_VP-1 i7-13850HX 32 GB 512 GB SSD RTX3500 17"" W11P Dizüstü Bilgisayar",Dell,"Dell Precision","https//www.akakce.com/laptop-notebook/en-ucuz-dell-precision-m7780-xctop7780emea-vp-1-i7-13850hx-32-gb-512-gb-ssd-rtx3500-17-w11p-dizustu-bilgisayar-fiyati,310903678.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","139.353"
"Casper NIRVANA NB C350 4020-4W00E 120GB SSD Windows 11 Home 14"" Taşınabilir Bilgisayar GRİ VİTRİN - Garantili",Casper,"Casper NIRVANA","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-nb-c350-4020-4w00e-120gb-ssd-windows-11-home-14-tasinabilir-bilgisayar-gri-vitrin-garantili-fiyati,572093834.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","7.599"
"Acer Swift Go 16 I7-1355U/16GB/1TB/3200X2000 OLED Ekran Fdos",Acer,"Acer Swift","https//www.akakce.com/laptop-notebook/en-ucuz-acer-swift-go-16-i7-1355u-16gb-1tb-3200x2000-oled-ekran-fdos-fiyati,895602777.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","39.849"
"Hp 17-CP2035CL 7G700TT Ryzen3 7320U 8gb 512SSD 17.3"" Hd+ Touch W11H Dizüstü Bilgisayar",Hp,"Hp 17-CP2035CL","https//www.akakce.com/laptop-notebook/en-ucuz-hp-17-cp2035cl-7g700tt-ryzen3-7320u-8gb-512ssd-17-3-hd-touch-w11h-dizustu-bilgisayar-fiyati,911855265.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","26.099"
"Casper Nirvana X600.1315-8U00X-G-F Intel Core i3-1315U 8GB RAM 250GB NVME SSD Freedos Laptop",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-x600-1315-8u00x-g-f-intel-core-i3-1315u-8gb-ram-250gb-nvme-ssd-freedos-laptop-fiyati,947261608.html","1 TB",,,,,,,,,"6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","14.786"
"Asus Zenbook 14 OLED UX3405CA-PP486W Ultra 9 285H 32 GB 1 TB SSD Arc 140T 14"" Notebook",Asus,"Asus Zenbook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-zenbook-14-oled-ux3405ca-pp486w-ultra-9-285h-32-gb-1-tb-ssd-arc-140t-14-notebook-fiyati,974351118.html","1 TB","Intel Core Ultra 9",,285H,16,"2.90 GHz",Intel,"Arc 140T","Paylaşımlı","6 GB","32 GB","3200 MHz",LPDDR5x,"Full HD","14 inç","2880x1800 px","120 Hz",IPS,"Windows 11 Home","1.2","75 Wh","62.499"
"Lenovo ThinkPad E14 Gen 4 21E30086TX i5-1235U 16 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",Lenovo,"Lenovo ThinkPad Gen 4","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-e14-gen-4-21e30086tx-i5-1235u-16gb-512gb-ssd-14-fhd-freedos-fiyati,19623936.html","512 GB","Intel Core i5","12. Nesil","i5-1235U",10,"3.3 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"45 Wh","32.623"
"Dell Latitude 5440 N025L544014EMEA-VP i7-1355U 16 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-5440-n025l544014emea-vp-i7-1355u-16-gb-512-gb-ssd-iris-xe-graphics-14-full-hd-notebook-fiyati,109445903.html","512 GB","Intel Core i7","13. Nesil","i7-1355U",10,"3.70 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","14 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Professional",,"54 Wh","44.199"
"Casper Nirvana C550.1255-DF00X-G-F i7-1255U 32 GB 1 TB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Casper,"Casper Nirvana","https//www.akakce.com/laptop-notebook/en-ucuz-casper-nirvana-c550-1255-df00x-g-f-i7-1255u-32-gb-1-tb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,134919474.html","1 TB","Intel Core i7","12. Nesil","i7-1255U",10,"3.50 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.8","45.60 Wh","23.799"
"HP Zbook Fury 16 G10 62V81EA i7-13850HX 32 GB 1 TB SSD RTX3500 16"" WUXGA Taşınabilir İş İstasyonu",HP,"HP Zbook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-zbook-fury-16-g10-62v81ea-i7-13850hx-32-gb-1-tb-ssd-rtx3500-16-wuxga-tasinabilir-is-istasyonu-fiyati,213725637.html","1 TB","Intel Core i7","13. Nesil","i7-13850HX",20,"3.80 GHz",NVIDIA,"RTX 3500",Harici,"12 GB","32 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional","2.4","95 Wh","103.000"
"Monster Huma H4 V4.2.2 i7-1360P 32 GB 1 TB SSD Iris Xe Graphics 14"" FreeDOS Notebook",Monster,"Monster Huma H4","https//www.akakce.com/laptop-notebook/en-ucuz-monster-huma-h4-v4-2-2-i7-1360p-32-gb-1-tb-ssd-iris-xe-graphics-14-notebook-fiyati,256378403.html","1 TB","Intel Core i7","13. Nesil","i7-1360P",12,"3.70 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","32 GB","4800 MHz",DDR5,"Full HD","14 inç","2880x1800 px","90 Hz",IPS,"Free Dos","1.2","99 Wh","49.399"
"HP EliteBook 840 G10 81A16EA i7-1355U 16 GB 512 GB SSD Iris Xe Graphics 14'' WUXGA Notebook",HP,"HP EliteBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-elitebook-840-g10-81a16ea-i7-1355u-16-gb-512-gb-ssd-iris-xe-graphics-14-wuxga-notebook-fiyati,315633610.html","512 GB","Intel Core i7","13. Nesil","i7-1355U",10,"3.70 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","5200 MHz",DDR5,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Windows 11 Professional","1.36","60 Wh","47.890"
"Lenovo IdeaPad 1 15AMN7 82VG008ATX Ryzen 3 7320U 8 GB 256 GB SSD Radeon Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo IdeaPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-1-15amn7-82vg008atx-ryzen-3-7320u-8-gb-256-gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,320738592.html","256 GB","AMD Ryzen 3",,7320U,4,"2.40 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","5500 MHz",LPDDR5,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.59","42 Wh","11.999"
"Monster Huma H5 V4.2.10 i7-1255U 32 GB 1 TB SSD Iris Xe Graphics 15.6"" Siyah Full HD Notebook",Monster,"Monster Huma H5","https//www.akakce.com/laptop-notebook/en-ucuz-monster-huma-h5-v4-2-10-i7-1255u-32-gb-1-tb-ssd-iris-xe-graphics-15-6-siyah-full-hd-notebook-fiyati,340225076.html","1 TB","Intel Core i7","12. Nesil","i7-1255U",10,"3.50 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","32 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"55 Wh","37.599"
"Asus Vivobook 15 X1504VA-NJ413 i7-1355U 8 GB 1 TB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Asus,"Asus Vivobook","https//www.akakce.com/laptop-notebook/en-ucuz-asus-vivobook-15-x1504va-nj413-i7-1355u-8-gb-1-tb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,341393972.html","1 TB","Intel Core i7","13. Nesil","i7-1355U",10,"3.70 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos","1.7","42 Wh","25.599"
"Asus X515JA-EJ3073W i3-1005G1 4 GB 256 GB SSD UHD Graphics 15.6"" Full HD Notebook",Asus,"Asus X515JA-EJ3073W","https//www.akakce.com/laptop-notebook/en-ucuz-asus-x515ja-ej3073w-i3-1005g1-4-gb-256-gb-ssd-uhd-graphics-15-6-full-hd-notebook-fiyati,345066561.html","256 GB","Intel Core i3","10. Nesil","i3-1005G1",2,"1.20 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","4 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Windows 11 Home","1.8","37 Wh","10.900"
"Lenovo V15 G4 IAH 83FS001NTR i5-12500H 16 GB 512 GB SSD Iris Xe Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo V15","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-v15-g4-iah-83fs001ntr-i5-12500h-16-gb-512-gb-ssd-iris-xe-graphics-15-6-full-hd-notebook-fiyati,457621001.html","512 GB","Intel Core i5","12. Nesil","i5-12500H",12,"3.3 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.65","38 Wh","40.381"
"Quadro Diamond Duo DS1630 i7-10850H 16 GB 512 GB SSD UHD Graphics 16"" WUXGA Notebook",Quadro,"Quadro Diamond","https//www.akakce.com/laptop-notebook/en-ucuz-quadro-diamond-duo-ds1630-i7-10850h-16-gb-512-gb-ssd-uhd-graphics-16-wuxga-notebook-fiyati,495234922.html","512 GB","Intel Core i7","10. Nesil","i7-10850H",6,"2.70 GHz",,"UHD Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,WUXGA,"16 inç","1920x1200 px","144 Hz",IPS,"Free Dos",,"60 Wh","42.345"
"Lenovo IdeaPad 1 15ALC7 82R40070TX Ryzen 5 5500U 8 GB 256 GB SSD Radeon Graphics 15.6"" Full HD Notebook",Lenovo,"Lenovo IdeaPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-ideapad-1-15alc7-82r40070tx-ryzen-5-5500u-8-gb-256-gb-ssd-radeon-graphics-15-6-full-hd-notebook-fiyati,651653281.html","256 GB","AMD Ryzen 5",,5500U,6,"2.10 GHz",AMD,"Radeon Graphics","Paylaşımlı","6 GB","8 GB","3200 MHz",DDR4,"Full HD","15.6 inç","1920x1080 px","144 Hz",TN,"Free Dos","1.61","42 Wh","13.289"
"Dell Latitude 3450 N006l345014EMEA-VP-UBU i5-1335U 8 GB 512 GB SSD Iris Xe Graphics 14"" Full HD Notebook",Dell,"Dell Latitude","https//www.akakce.com/laptop-notebook/en-ucuz-dell-latitude-3450-n006l345014emea-vp-ubu-i5-1335u-8-gb-512-gb-ssd-iris-xe-graphics-14-full-hd-notebook-fiyati,706082083.html","512 GB","Intel Core i5","13. Nesil","i5-1335U",10,"3.40 GHz",Intel,"Iris Xe Graphics","Paylaşımlı","6 GB","8 GB","5600 MHz",DDR5,"Full HD","15.6 inç","1920x1080 px","144 Hz",IPS,"Free Dos",,"60 Wh","22.329"
"Microsoft Surface Pro 10 ZDW-00019 Ultra 7 165U 16 GB 512 GB SSD Intel Graphics 13"" İkisi Bir Arada Notebook",Microsoft,"Microsoft Surface","https//www.akakce.com/laptop-notebook/en-ucuz-microsoft-surface-pro-10-zdw-00019-ultra-7-165u-16-gb-512-gb-ssd-13-fiyati,736877952.html","512 GB","Intel Core Ultra 7",,,,,Intel,"Intel Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,"Full HD","13 inç","2880x1920 px","144 Hz",IPS,"Windows 11 Professional",,"60 Wh","93.362"
"Lenovo ThinkPad E14 Gen 5 21JK00KTTX i5-13420H 16 GB 512 GB SSD UHD Graphics 14"" WUXGA Notebook",Lenovo,"Lenovo ThinkPad","https//www.akakce.com/laptop-notebook/en-ucuz-lenovo-thinkpad-e14-gen-5-21jk00kttx-i5-13420h-16-gb-512-gb-ssd-uhd-graphics-14-wuxga-notebook-fiyati,800472803.html","512 GB","Intel Core i5",,"i5-13420H",8,"3.40 GHz",Intel,"UHD Graphics","Paylaşımlı","6 GB","16 GB","3200 MHz",DDR4,WUXGA,"14 inç","1920x1200 px","144 Hz",IPS,"Free Dos","1.43","57 Wh","28.632"
"HP ProBook 460 G11 9Y7B6ET Ultra 7 155U 16 GB 512 GB SSD Intel Graphics 16"" WUXGA Notebook",HP,"HP ProBook","https//www.akakce.com/laptop-notebook/en-ucuz-hp-probook-460-g11-9y7b6et-ultra7-155u-16gb-512gb-ssd-16-wuxga-w11p-notebook-fiyati,824439386.html","512 GB","Intel Core Ultra 7",,155U,12,"1.70 GHz",Intel,"Intel Graphics","Paylaşımlı","6 GB","16 GB","5600 MHz",DDR5,WUXGA,"16 inç","1920x1080 px","144 Hz",SVA,"Windows 11 Professional","1.74","56 Wh","39.499"
